video,frame,timestamp_sec,entry_index,is_multi_label,triplet_id,triplet_label,instrument_id,instrument,verb_id,verb,target_id,target,phase_id,phase,is_valid,is_null,num_triplets_in_frame
VID05,44,44.0,0,False,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,0,preparation,True,False,1
VID05,45,45.0,0,False,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,0,preparation,True,False,1
VID05,46,46.0,0,False,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,0,preparation,True,False,1
VID05,47,47.0,0,False,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,0,preparation,True,False,1
VID05,48,48.0,0,False,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,0,preparation,True,False,1
VID05,49,49.0,0,False,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,0,preparation,True,False,1
VID05,50,50.0,0,False,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,0,preparation,True,False,1
VID05,51,51.0,0,False,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,0,preparation,True,False,1
VID05,52,52.0,0,False,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,0,preparation,True,False,1
VID05,53,53.0,0,False,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,0,preparation,True,False,1
VID05,54,54.0,0,False,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,0,preparation,True,False,1
VID05,55,55.0,0,False,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,0,preparation,True,False,1
VID05,56,56.0,0,False,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,0,preparation,True,False,1
VID05,57,57.0,0,False,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,0,preparation,True,False,1
VID05,58,58.0,0,False,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,0,preparation,True,False,1
VID05,59,59.0,0,False,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,0,preparation,True,False,1
VID05,60,60.0,0,False,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,0,preparation,True,False,1
VID05,61,61.0,0,False,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,0,preparation,True,False,1
VID05,62,62.0,0,False,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,0,preparation,True,False,1
VID05,63,63.0,0,False,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,0,preparation,True,True,1
VID05,64,64.0,0,False,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,0,preparation,True,True,1
VID05,65,65.0,0,True,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,65,65.0,1,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,1,carlot-triangle-dissection,True,True,2
VID05,66,66.0,0,True,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,66,66.0,1,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,1,carlot-triangle-dissection,True,True,2
VID05,67,67.0,0,True,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,67,67.0,1,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,1,carlot-triangle-dissection,True,True,2
VID05,68,68.0,0,True,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,68,68.0,1,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,1,carlot-triangle-dissection,True,True,2
VID05,69,69.0,0,True,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,69,69.0,1,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,1,carlot-triangle-dissection,True,True,2
VID05,70,70.0,0,True,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,70,70.0,1,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,1,carlot-triangle-dissection,True,True,2
VID05,71,71.0,0,True,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,71,71.0,1,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,1,carlot-triangle-dissection,True,True,2
VID05,72,72.0,0,True,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,72,72.0,1,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,1,carlot-triangle-dissection,True,True,2
VID05,73,73.0,0,True,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,73,73.0,1,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,1,carlot-triangle-dissection,True,True,2
VID05,74,74.0,0,True,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,74,74.0,1,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,1,carlot-triangle-dissection,True,True,2
VID05,75,75.0,0,True,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,75,75.0,1,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,1,carlot-triangle-dissection,True,True,2
VID05,76,76.0,0,True,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,76,76.0,1,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,1,carlot-triangle-dissection,True,True,2
VID05,77,77.0,0,True,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,77,77.0,1,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,1,carlot-triangle-dissection,True,True,2
VID05,78,78.0,0,True,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,78,78.0,1,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,1,carlot-triangle-dissection,True,True,2
VID05,79,79.0,0,True,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,79,79.0,1,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,1,carlot-triangle-dissection,True,True,2
VID05,80,80.0,0,True,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,80,80.0,1,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,1,carlot-triangle-dissection,True,True,2
VID05,81,81.0,0,True,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,81,81.0,1,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,1,carlot-triangle-dissection,True,True,2
VID05,82,82.0,0,True,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,82,82.0,1,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,1,carlot-triangle-dissection,True,True,2
VID05,83,83.0,0,True,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,83,83.0,1,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,1,carlot-triangle-dissection,True,True,2
VID05,84,84.0,0,True,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,84,84.0,1,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,1,carlot-triangle-dissection,True,True,2
VID05,85,85.0,0,True,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,85,85.0,1,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,1,carlot-triangle-dissection,True,True,2
VID05,86,86.0,0,True,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,86,86.0,1,True,61,"hook,dissect,omentum",2,hook,2,dissect,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,87,87.0,0,True,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,87,87.0,1,True,61,"hook,dissect,omentum",2,hook,2,dissect,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,88,88.0,0,True,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,88,88.0,1,True,61,"hook,dissect,omentum",2,hook,2,dissect,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,89,89.0,0,True,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,89,89.0,1,True,61,"hook,dissect,omentum",2,hook,2,dissect,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,90,90.0,0,True,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,90,90.0,1,True,61,"hook,dissect,omentum",2,hook,2,dissect,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,91,91.0,0,True,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,91,91.0,1,True,61,"hook,dissect,omentum",2,hook,2,dissect,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,92,92.0,0,True,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,92,92.0,1,True,61,"hook,dissect,omentum",2,hook,2,dissect,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,93,93.0,0,True,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,93,93.0,1,True,61,"hook,dissect,omentum",2,hook,2,dissect,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,94,94.0,0,True,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,94,94.0,1,True,61,"hook,dissect,omentum",2,hook,2,dissect,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,95,95.0,0,True,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,95,95.0,1,True,61,"hook,dissect,omentum",2,hook,2,dissect,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,96,96.0,0,True,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,96,96.0,1,True,61,"hook,dissect,omentum",2,hook,2,dissect,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,97,97.0,0,True,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,97,97.0,1,True,61,"hook,dissect,omentum",2,hook,2,dissect,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,98,98.0,0,True,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,98,98.0,1,True,61,"hook,dissect,omentum",2,hook,2,dissect,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,99,99.0,0,True,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,99,99.0,1,True,61,"hook,dissect,omentum",2,hook,2,dissect,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,100,100.0,0,True,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,100,100.0,1,True,61,"hook,dissect,omentum",2,hook,2,dissect,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,101,101.0,0,True,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,101,101.0,1,True,61,"hook,dissect,omentum",2,hook,2,dissect,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,102,102.0,0,True,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,102,102.0,1,True,61,"hook,dissect,omentum",2,hook,2,dissect,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,103,103.0,0,True,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,103,103.0,1,True,61,"hook,dissect,omentum",2,hook,2,dissect,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,104,104.0,0,True,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,104,104.0,1,True,61,"hook,dissect,omentum",2,hook,2,dissect,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,105,105.0,0,True,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,105,105.0,1,True,61,"hook,dissect,omentum",2,hook,2,dissect,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,106,106.0,0,True,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,106,106.0,1,True,61,"hook,dissect,omentum",2,hook,2,dissect,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,107,107.0,0,True,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,107,107.0,1,True,61,"hook,dissect,omentum",2,hook,2,dissect,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,108,108.0,0,True,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,108,108.0,1,True,61,"hook,dissect,omentum",2,hook,2,dissect,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,109,109.0,0,True,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,109,109.0,1,True,61,"hook,dissect,omentum",2,hook,2,dissect,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,110,110.0,0,True,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,110,110.0,1,True,61,"hook,dissect,omentum",2,hook,2,dissect,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,111,111.0,0,True,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,111,111.0,1,True,61,"hook,dissect,omentum",2,hook,2,dissect,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,112,112.0,0,True,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,112,112.0,1,True,61,"hook,dissect,omentum",2,hook,2,dissect,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,113,113.0,0,True,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,113,113.0,1,True,61,"hook,dissect,omentum",2,hook,2,dissect,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,114,114.0,0,True,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,114,114.0,1,True,61,"hook,dissect,omentum",2,hook,2,dissect,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,115,115.0,0,True,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,115,115.0,1,True,61,"hook,dissect,omentum",2,hook,2,dissect,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,116,116.0,0,True,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,116,116.0,1,True,61,"hook,dissect,omentum",2,hook,2,dissect,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,117,117.0,0,True,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,117,117.0,1,True,61,"hook,dissect,omentum",2,hook,2,dissect,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,118,118.0,0,True,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,118,118.0,1,True,61,"hook,dissect,omentum",2,hook,2,dissect,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,119,119.0,0,True,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,119,119.0,1,True,61,"hook,dissect,omentum",2,hook,2,dissect,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,120,120.0,0,True,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,120,120.0,1,True,61,"hook,dissect,omentum",2,hook,2,dissect,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,121,121.0,0,True,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,121,121.0,1,True,61,"hook,dissect,omentum",2,hook,2,dissect,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,122,122.0,0,True,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,122,122.0,1,True,61,"hook,dissect,omentum",2,hook,2,dissect,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,123,123.0,0,True,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,123,123.0,1,True,61,"hook,dissect,omentum",2,hook,2,dissect,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,124,124.0,0,True,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,124,124.0,1,True,61,"hook,dissect,omentum",2,hook,2,dissect,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,125,125.0,0,True,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,125,125.0,1,True,61,"hook,dissect,omentum",2,hook,2,dissect,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,126,126.0,0,True,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,126,126.0,1,True,61,"hook,dissect,omentum",2,hook,2,dissect,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,127,127.0,0,True,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,127,127.0,1,True,61,"hook,dissect,omentum",2,hook,2,dissect,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,128,128.0,0,True,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,128,128.0,1,True,61,"hook,dissect,omentum",2,hook,2,dissect,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,129,129.0,0,True,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,129,129.0,1,True,61,"hook,dissect,omentum",2,hook,2,dissect,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,130,130.0,0,True,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,130,130.0,1,True,61,"hook,dissect,omentum",2,hook,2,dissect,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,131,131.0,0,True,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,131,131.0,1,True,61,"hook,dissect,omentum",2,hook,2,dissect,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,132,132.0,0,True,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,132,132.0,1,True,61,"hook,dissect,omentum",2,hook,2,dissect,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,133,133.0,0,True,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,133,133.0,1,True,61,"hook,dissect,omentum",2,hook,2,dissect,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,134,134.0,0,True,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,134,134.0,1,True,61,"hook,dissect,omentum",2,hook,2,dissect,10,omentum,1,carlot-triangle-dissection,True,False,2
VID05,135,135.0,0,False,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,1,carlot-triangle-dissection,True,False,1
VID05,136,136.0,0,True,20,"grasper,retract,omentum",0,grasper,1,retract,10,omentum,1,carlot-triangle-dissection,True,False,2
