video,frame,timestamp_sec,entry_index,is_multi_label,triplet_id,triplet_label,instrument_id,instrument,verb_id,verb,target_id,target,is_valid,is_null,num_triplets_in_frame
VID40,222,222.0,0,False,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,1
VID40,223,223.0,0,False,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,1
VID40,224,224.0,0,False,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,1
VID40,225,225.0,0,False,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,1
VID40,226,226.0,0,False,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,1
VID40,227,227.0,0,False,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,1
VID40,228,228.0,0,False,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,1
VID40,229,229.0,0,False,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,1
VID40,230,230.0,0,False,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,1
VID40,231,231.0,0,False,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,1
VID40,232,232.0,0,False,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,1
VID40,233,233.0,0,False,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,1
VID40,234,234.0,0,False,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,1
VID40,235,235.0,0,False,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,1
VID40,236,236.0,0,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,236,236.0,1,True,94,"grasper,null_verb,null_target",0,grasper,9,null_verb,14,null_target,True,True,2
VID40,237,237.0,0,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,237,237.0,1,True,94,"grasper,null_verb,null_target",0,grasper,9,null_verb,14,null_target,True,True,2
VID40,238,238.0,0,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,238,238.0,1,True,94,"grasper,null_verb,null_target",0,grasper,9,null_verb,14,null_target,True,True,2
VID40,239,239.0,0,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,239,239.0,1,True,94,"grasper,null_verb,null_target",0,grasper,9,null_verb,14,null_target,True,True,2
VID40,240,240.0,0,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,240,240.0,1,True,94,"grasper,null_verb,null_target",0,grasper,9,null_verb,14,null_target,True,True,2
VID40,241,241.0,0,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,241,241.0,1,True,94,"grasper,null_verb,null_target",0,grasper,9,null_verb,14,null_target,True,True,2
VID40,242,242.0,0,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,242,242.0,1,True,94,"grasper,null_verb,null_target",0,grasper,9,null_verb,14,null_target,True,True,2
VID40,243,243.0,0,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,243,243.0,1,True,94,"grasper,null_verb,null_target",0,grasper,9,null_verb,14,null_target,True,True,2
VID40,244,244.0,0,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,244,244.0,1,True,94,"grasper,null_verb,null_target",0,grasper,9,null_verb,14,null_target,True,True,2
VID40,245,245.0,0,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,245,245.0,1,True,94,"grasper,null_verb,null_target",0,grasper,9,null_verb,14,null_target,True,True,2
VID40,246,246.0,0,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,246,246.0,1,True,94,"grasper,null_verb,null_target",0,grasper,9,null_verb,14,null_target,True,True,2
VID40,247,247.0,0,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,247,247.0,1,True,94,"grasper,null_verb,null_target",0,grasper,9,null_verb,14,null_target,True,True,2
VID40,248,248.0,0,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,248,248.0,1,True,94,"grasper,null_verb,null_target",0,grasper,9,null_verb,14,null_target,True,True,2
VID40,249,249.0,0,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,249,249.0,1,True,94,"grasper,null_verb,null_target",0,grasper,9,null_verb,14,null_target,True,True,2
VID40,250,250.0,0,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,250,250.0,1,True,94,"grasper,null_verb,null_target",0,grasper,9,null_verb,14,null_target,True,True,2
VID40,251,251.0,0,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,251,251.0,1,True,94,"grasper,null_verb,null_target",0,grasper,9,null_verb,14,null_target,True,True,2
VID40,252,252.0,0,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,252,252.0,1,True,94,"grasper,null_verb,null_target",0,grasper,9,null_verb,14,null_target,True,True,2
VID40,253,253.0,0,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,253,253.0,1,True,94,"grasper,null_verb,null_target",0,grasper,9,null_verb,14,null_target,True,True,2
VID40,254,254.0,0,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,254,254.0,1,True,94,"grasper,null_verb,null_target",0,grasper,9,null_verb,14,null_target,True,True,2
VID40,255,255.0,0,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,255,255.0,1,True,94,"grasper,null_verb,null_target",0,grasper,9,null_verb,14,null_target,True,True,2
VID40,256,256.0,0,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,256,256.0,1,True,94,"grasper,null_verb,null_target",0,grasper,9,null_verb,14,null_target,True,True,2
VID40,257,257.0,0,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,257,257.0,1,True,94,"grasper,null_verb,null_target",0,grasper,9,null_verb,14,null_target,True,True,2
VID40,258,258.0,0,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,258,258.0,1,True,94,"grasper,null_verb,null_target",0,grasper,9,null_verb,14,null_target,True,True,2
VID40,259,259.0,0,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,259,259.0,1,True,94,"grasper,null_verb,null_target",0,grasper,9,null_verb,14,null_target,True,True,2
VID40,260,260.0,0,False,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,1
VID40,261,261.0,0,False,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,1
VID40,262,262.0,0,False,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,1
VID40,263,263.0,0,False,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,1
VID40,264,264.0,0,False,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,1
VID40,265,265.0,0,False,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,1
VID40,266,266.0,0,False,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,1
VID40,267,267.0,0,False,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,1
VID40,268,268.0,0,False,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,1
VID40,269,269.0,0,False,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,1
VID40,270,270.0,0,False,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,1
VID40,271,271.0,0,False,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,1
VID40,272,272.0,0,False,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,1
VID40,273,273.0,0,False,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,1
VID40,274,274.0,0,False,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,1
VID40,275,275.0,0,False,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,1
VID40,276,276.0,0,False,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,1
VID40,277,277.0,0,False,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,1
VID40,278,278.0,0,False,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,1
VID40,281,281.0,0,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,281,281.0,1,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,True,2
VID40,282,282.0,0,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,282,282.0,1,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,True,2
VID40,283,283.0,0,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,283,283.0,1,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,True,2
VID40,284,284.0,0,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,284,284.0,1,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,True,2
VID40,285,285.0,0,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,285,285.0,1,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,True,2
VID40,286,286.0,0,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,286,286.0,1,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,True,2
VID40,287,287.0,0,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,287,287.0,1,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,True,2
VID40,288,288.0,0,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,288,288.0,1,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,True,2
VID40,289,289.0,0,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,289,289.0,1,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,True,2
VID40,290,290.0,0,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,290,290.0,1,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,True,2
VID40,291,291.0,0,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,291,291.0,1,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,True,2
VID40,292,292.0,0,True,1,"grasper,dissect,gallbladder",0,grasper,2,dissect,0,gallbladder,True,False,2
VID40,292,292.0,1,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,293,293.0,0,True,1,"grasper,dissect,gallbladder",0,grasper,2,dissect,0,gallbladder,True,False,2
VID40,293,293.0,1,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,294,294.0,0,True,1,"grasper,dissect,gallbladder",0,grasper,2,dissect,0,gallbladder,True,False,2
VID40,294,294.0,1,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,295,295.0,0,True,1,"grasper,dissect,gallbladder",0,grasper,2,dissect,0,gallbladder,True,False,2
VID40,295,295.0,1,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,296,296.0,0,True,1,"grasper,dissect,gallbladder",0,grasper,2,dissect,0,gallbladder,True,False,2
VID40,296,296.0,1,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,297,297.0,0,True,1,"grasper,dissect,gallbladder",0,grasper,2,dissect,0,gallbladder,True,False,2
VID40,297,297.0,1,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,298,298.0,0,True,1,"grasper,dissect,gallbladder",0,grasper,2,dissect,0,gallbladder,True,False,2
VID40,298,298.0,1,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,299,299.0,0,True,1,"grasper,dissect,gallbladder",0,grasper,2,dissect,0,gallbladder,True,False,2
VID40,299,299.0,1,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,300,300.0,0,True,1,"grasper,dissect,gallbladder",0,grasper,2,dissect,0,gallbladder,True,False,2
VID40,300,300.0,1,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,301,301.0,0,True,1,"grasper,dissect,gallbladder",0,grasper,2,dissect,0,gallbladder,True,False,2
VID40,301,301.0,1,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,302,302.0,0,True,1,"grasper,dissect,gallbladder",0,grasper,2,dissect,0,gallbladder,True,False,2
VID40,302,302.0,1,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,303,303.0,0,True,1,"grasper,dissect,gallbladder",0,grasper,2,dissect,0,gallbladder,True,False,2
VID40,303,303.0,1,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,304,304.0,0,True,1,"grasper,dissect,gallbladder",0,grasper,2,dissect,0,gallbladder,True,False,2
VID40,304,304.0,1,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,305,305.0,0,True,1,"grasper,dissect,gallbladder",0,grasper,2,dissect,0,gallbladder,True,False,2
VID40,305,305.0,1,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,306,306.0,0,True,1,"grasper,dissect,gallbladder",0,grasper,2,dissect,0,gallbladder,True,False,2
VID40,306,306.0,1,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,307,307.0,0,True,1,"grasper,dissect,gallbladder",0,grasper,2,dissect,0,gallbladder,True,False,2
VID40,307,307.0,1,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,308,308.0,0,True,1,"grasper,dissect,gallbladder",0,grasper,2,dissect,0,gallbladder,True,False,2
VID40,308,308.0,1,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,309,309.0,0,True,1,"grasper,dissect,gallbladder",0,grasper,2,dissect,0,gallbladder,True,False,2
VID40,309,309.0,1,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,310,310.0,0,True,1,"grasper,dissect,gallbladder",0,grasper,2,dissect,0,gallbladder,True,False,2
VID40,310,310.0,1,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,311,311.0,0,True,1,"grasper,dissect,gallbladder",0,grasper,2,dissect,0,gallbladder,True,False,2
VID40,311,311.0,1,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,312,312.0,0,True,1,"grasper,dissect,gallbladder",0,grasper,2,dissect,0,gallbladder,True,False,2
VID40,312,312.0,1,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,313,313.0,0,True,1,"grasper,dissect,gallbladder",0,grasper,2,dissect,0,gallbladder,True,False,2
VID40,313,313.0,1,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,314,314.0,0,True,1,"grasper,dissect,gallbladder",0,grasper,2,dissect,0,gallbladder,True,False,2
VID40,314,314.0,1,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,315,315.0,0,True,1,"grasper,dissect,gallbladder",0,grasper,2,dissect,0,gallbladder,True,False,2
VID40,315,315.0,1,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,316,316.0,0,True,1,"grasper,dissect,gallbladder",0,grasper,2,dissect,0,gallbladder,True,False,2
VID40,316,316.0,1,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,317,317.0,0,True,1,"grasper,dissect,gallbladder",0,grasper,2,dissect,0,gallbladder,True,False,2
VID40,317,317.0,1,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,318,318.0,0,True,1,"grasper,dissect,gallbladder",0,grasper,2,dissect,0,gallbladder,True,False,2
VID40,318,318.0,1,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,319,319.0,0,True,1,"grasper,dissect,gallbladder",0,grasper,2,dissect,0,gallbladder,True,False,2
VID40,319,319.0,1,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,320,320.0,0,True,1,"grasper,dissect,gallbladder",0,grasper,2,dissect,0,gallbladder,True,False,2
VID40,320,320.0,1,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,321,321.0,0,True,1,"grasper,dissect,gallbladder",0,grasper,2,dissect,0,gallbladder,True,False,2
VID40,321,321.0,1,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,322,322.0,0,True,1,"grasper,dissect,gallbladder",0,grasper,2,dissect,0,gallbladder,True,False,2
VID40,322,322.0,1,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,323,323.0,0,True,1,"grasper,dissect,gallbladder",0,grasper,2,dissect,0,gallbladder,True,False,2
VID40,323,323.0,1,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,324,324.0,0,True,1,"grasper,dissect,gallbladder",0,grasper,2,dissect,0,gallbladder,True,False,2
VID40,324,324.0,1,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,325,325.0,0,True,1,"grasper,dissect,gallbladder",0,grasper,2,dissect,0,gallbladder,True,False,2
VID40,325,325.0,1,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,326,326.0,0,True,1,"grasper,dissect,gallbladder",0,grasper,2,dissect,0,gallbladder,True,False,2
VID40,326,326.0,1,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,327,327.0,0,True,1,"grasper,dissect,gallbladder",0,grasper,2,dissect,0,gallbladder,True,False,2
VID40,327,327.0,1,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,328,328.0,0,True,1,"grasper,dissect,gallbladder",0,grasper,2,dissect,0,gallbladder,True,False,2
VID40,328,328.0,1,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,329,329.0,0,True,1,"grasper,dissect,gallbladder",0,grasper,2,dissect,0,gallbladder,True,False,2
VID40,329,329.0,1,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,330,330.0,0,True,1,"grasper,dissect,gallbladder",0,grasper,2,dissect,0,gallbladder,True,False,2
VID40,330,330.0,1,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,331,331.0,0,True,1,"grasper,dissect,gallbladder",0,grasper,2,dissect,0,gallbladder,True,False,2
VID40,331,331.0,1,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,332,332.0,0,True,1,"grasper,dissect,gallbladder",0,grasper,2,dissect,0,gallbladder,True,False,2
VID40,332,332.0,1,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,333,333.0,0,True,1,"grasper,dissect,gallbladder",0,grasper,2,dissect,0,gallbladder,True,False,2
VID40,333,333.0,1,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,334,334.0,0,True,1,"grasper,dissect,gallbladder",0,grasper,2,dissect,0,gallbladder,True,False,2
VID40,334,334.0,1,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,335,335.0,0,True,1,"grasper,dissect,gallbladder",0,grasper,2,dissect,0,gallbladder,True,False,2
VID40,335,335.0,1,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,336,336.0,0,True,1,"grasper,dissect,gallbladder",0,grasper,2,dissect,0,gallbladder,True,False,2
VID40,336,336.0,1,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,337,337.0,0,True,1,"grasper,dissect,gallbladder",0,grasper,2,dissect,0,gallbladder,True,False,2
VID40,337,337.0,1,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,338,338.0,0,True,1,"grasper,dissect,gallbladder",0,grasper,2,dissect,0,gallbladder,True,False,2
VID40,338,338.0,1,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,339,339.0,0,True,1,"grasper,dissect,gallbladder",0,grasper,2,dissect,0,gallbladder,True,False,2
VID40,339,339.0,1,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,340,340.0,0,True,1,"grasper,dissect,gallbladder",0,grasper,2,dissect,0,gallbladder,True,False,2
VID40,340,340.0,1,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,341,341.0,0,True,1,"grasper,dissect,gallbladder",0,grasper,2,dissect,0,gallbladder,True,False,2
VID40,341,341.0,1,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,342,342.0,0,True,1,"grasper,dissect,gallbladder",0,grasper,2,dissect,0,gallbladder,True,False,2
VID40,342,342.0,1,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,343,343.0,0,True,1,"grasper,dissect,gallbladder",0,grasper,2,dissect,0,gallbladder,True,False,2
VID40,343,343.0,1,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,344,344.0,0,True,1,"grasper,dissect,gallbladder",0,grasper,2,dissect,0,gallbladder,True,False,2
VID40,344,344.0,1,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,345,345.0,0,True,1,"grasper,dissect,gallbladder",0,grasper,2,dissect,0,gallbladder,True,False,2
VID40,345,345.0,1,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,346,346.0,0,True,1,"grasper,dissect,gallbladder",0,grasper,2,dissect,0,gallbladder,True,False,2
VID40,346,346.0,1,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,347,347.0,0,True,1,"grasper,dissect,gallbladder",0,grasper,2,dissect,0,gallbladder,True,False,2
VID40,347,347.0,1,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,348,348.0,0,True,1,"grasper,dissect,gallbladder",0,grasper,2,dissect,0,gallbladder,True,False,2
VID40,348,348.0,1,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,349,349.0,0,True,1,"grasper,dissect,gallbladder",0,grasper,2,dissect,0,gallbladder,True,False,2
VID40,349,349.0,1,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,350,350.0,0,True,1,"grasper,dissect,gallbladder",0,grasper,2,dissect,0,gallbladder,True,False,2
VID40,350,350.0,1,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,351,351.0,0,True,1,"grasper,dissect,gallbladder",0,grasper,2,dissect,0,gallbladder,True,False,2
VID40,351,351.0,1,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,352,352.0,0,True,1,"grasper,dissect,gallbladder",0,grasper,2,dissect,0,gallbladder,True,False,2
VID40,352,352.0,1,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,353,353.0,0,True,1,"grasper,dissect,gallbladder",0,grasper,2,dissect,0,gallbladder,True,False,2
VID40,353,353.0,1,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
VID40,354,354.0,0,True,1,"grasper,dissect,gallbladder",0,grasper,2,dissect,0,gallbladder,True,False,2
VID40,354,354.0,1,True,17,"grasper,retract,gallbladder",0,grasper,1,retract,0,gallbladder,True,False,2
